,tweet_id,retweet_count,favorite_count
243,670435821946826752,511,1048
244,670442337873600512,198,636
245,670444955656130560,1963,6680
246,670449342516494336,651,1185
247,670452855871037440,204,546
248,670465786746662913,547,969
249,670468609693655041,86,350
250,670474236058800128,738,1507
251,670668383499735048,4983,10636
252,670676092097810432,42,245
253,670679630144274432,278,744
254,670691627984359425,243,589
255,670704688707301377,371,767
256,670717338665226240,487,1200
257,670727704916926465,355,821
258,670733412878163972,509,956
259,670755717859713024,109,436
260,670764103623966721,415,1065
261,670778058496974848,72,325
262,670780561024270336,287,782
263,670782429121134593,766,1554
264,670783437142401025,387,816
265,670786190031921152,200,599
266,670789397210615808,240,656
267,670792680469889025,276,825
268,670797304698376195,236,735
269,670803562457407488,87,341
270,670804601705242624,951,1942
271,670807719151067136,490,1151
272,670811965569282048,270,1119
273,670815497391357952,1527,3153
274,670822709593571328,93,604
275,670823764196741120,187,766
276,670826280409919488,4014,5501
277,670832455012716544,214,729
278,670833812859932673,122,439
279,670838202509447168,688,1099
280,670840546554966016,193,589
281,670842764863651840,8621,24446
282,670995969505435648,291,1101
283,671109016219725825,437,1133
284,671115716440031232,771,1362
285,671122204919246848,2504,3476
286,671134062904504320,195,742
287,671138694582165504,399,912
288,671141549288370177,654,1152
289,671147085991960577,221,667
290,671151324042559489,152,666
291,671154572044468225,216,708
292,671159727754231808,82,370
293,671163268581498880,1096,1650
294,671166507850801152,349,868
295,671182547775299584,343,1112
296,671186162933985280,207,734
297,671347597085433856,423,950
298,671355857343524864,115,479
299,671357843010908160,148,396
300,671362598324076544,294,1098
301,671390180817915904,735,1428
302,671485057807351808,230,757
303,671486386088865792,198,575
304,671488513339211776,465,1007
305,671497587707535361,442,907
306,671504605491109889,3527,6965
307,671511350426865664,709,1598
308,671518598289059840,290,950
309,671520732782923777,524,1397
310,671528761649688577,260,838
311,671533943490011136,572,1012
312,671536543010570240,402,1160
313,671538301157904385,394,924
314,671542985629241344,560,1084
315,671544874165002241,1037,1963
316,671547767500775424,592,1343
317,671550332464455680,206,906
318,671561002136281088,7172,12727
319,671729906628341761,4314,8448
320,671735591348891648,744,1434
321,671743150407421952,234,742
322,671744970634719232,762,1347
323,671763349865160704,910,1665
324,671768281401958400,504,1182
325,671789708968640512,3469,7028
326,671855973984772097,437,901
327,671866342182637568,488,1109
328,671874878652489728,550,1242
329,671879137494245376,669,1405
330,671882082306625538,1372,3444
331,671891728106971137,571,1324
332,671896809300709376,4132,8457
333,672068090318987265,515,1282
334,672082170312290304,360,936
335,672095186491711488,369,1000
336,672125275208069120,1139,2388
337,672139350159835138,695,1737
338,672160042234327040,354,865
339,672169685991993344,367,1010
340,672205392827572224,1150,2254
341,672222792075620352,212,778
342,672231046314901505,999,1820
343,672239279297454080,320,888
344,672245253877968896,158,678
345,672248013293752320,602,1712
346,672254177670729728,737,1423
347,672256522047614977,1539,2800
348,672264251789176834,336,1131
349,672267570918129665,616,1491
350,672272411274932228,3347,6420
351,672466075045466113,535,1345
352,672475084225949696,698,1423
353,672481316919734272,124,715
354,672482722825261057,594,1124
355,672488522314567680,439,1102
356,672523490734551040,170,632
357,672538107540070400,361,1023
358,672591271085670400,181,720
359,672591762242805761,332,945
360,672594978741354496,604,1325
361,672604026190569472,400,1105
362,672609152938721280,385,1104
363,672614745925664768,580,1216
364,672622327801233409,489,1290
365,672640509974827008,321,972
366,672828477930868736,492,1248
367,672834301050937345,561,1303
368,672877615439593473,364,1026
369,672884426393653248,836,1537
370,672898206762672129,425,901
371,672902681409806336,504,1352
372,672964561327235073,636,1411
373,672968025906282496,544,1308
374,672970152493887488,355,943
375,672975131468300288,901,1666
376,672980819271634944,1000,1814
377,672984142909456390,543,1250
378,672988786805112832,293,979
379,672995267319328768,292,949
380,672997845381865473,719,1967
381,673148804208660480,624,1679
382,673213039743795200,836,2236
383,673240798075449344,729,1413
384,673270968295534593,365,1059
385,673295268553605120,3155,7494
386,673317986296586240,257,873
387,673320132811366400,7867,13413
388,673342308415348736,581,1264
389,673343217010679808,270,966
390,673345638550134785,1259,2499
391,673350198937153538,213,746
392,673352124999274496,535,1648
393,673355879178194945,571,1483
394,673359818736984064,668,1444
395,673363615379013632,306,1021
396,673576835670777856,559,1382
397,673580926094458881,271,835
398,673583129559498752,361,1183
399,673612854080196609,725,1593
400,673636718965334016,358,1098
401,673656262056419329,239,717
402,673662677122719744,365,1250
403,673680198160809984,470,1368
404,673686845050527744,438,1434
405,673688752737402881,494,1266
406,673689733134946305,650,1732
407,673697980713705472,1942,3786
408,673700254269775872,563,1433
409,673705679337693185,404,1251
410,673707060090052608,391,1094
411,673708611235921920,286,1079
412,673709992831262724,274,848
413,673711475735838725,299,1035
414,673715861853720576,2067,3535
415,673716320723169284,747,3072
416,673887867907739649,252,928
417,673906403526995968,1630,3192
418,673919437611909120,374,1168
419,673956914389192708,957,1946
420,674008982932058114,354,1199
421,674014384960745472,636,1562
422,674019345211760640,300,1128
423,674024893172875264,1217,1787
424,674036086168010753,213,847
425,674038233588723717,415,1101
426,674042553264685056,130,723
427,674045139690631169,645,1419
428,674051556661161984,487,1444
429,674053186244734976,1298,3324
430,674063288070742018,2206,6361
431,674075285688614912,288,981
432,674082852460433408,170,755
433,674255168825880576,552,1462
434,674262580978937856,455,1302
435,674265582246694913,850,1653
436,674269164442398721,227,908
437,674271431610523648,736,1573
438,674291837063053312,5898,14740
439,674307341513269249,6969,11338
440,674318007229923329,518,1426
441,674330906434379776,73,563
442,674372068062928900,316,847
443,674394782723014656,577,1507
444,674410619106390016,464,1201
445,674416750885273600,140,681
446,674422304705744896,536,1436
447,674436901579923456,395,1113
448,674447403907457024,357,1064
449,674468880899788800,2040,6234
450,674606911342424069,99,941
451,674632714662858753,580,1509
452,674638615994089473,584,1686
453,674644256330530816,266,1024
454,674646392044941312,495,1443
455,674664755118911488,256,922
456,674670581682434048,653,1603
457,674690135443775488,467,1148
458,674737130913071104,93,646
459,674739953134403584,392,1110
460,674742531037511680,50,489
461,674743008475090944,554,1404
462,674752233200820224,468,1461
463,674754018082705410,450,1365
464,674764817387900928,238,788
465,674767892831932416,794,1832
466,674774481756377088,476,1121
467,674781762103414784,1208,2008
468,674788554665512960,209,819
469,674790488185167872,250,1104
470,674793399141146624,1087,2513
471,674800520222154752,865,3033
472,674805413498527744,358,862
473,674999807681908736,1106,2257
474,675003128568291329,472,1562
475,675006312288268288,229,990
476,675015141583413248,1198,2718
477,675047298674663426,330,1062
478,675109292475830276,1142,2806
479,675111688094527488,256,970
480,675113801096802304,792,1956
481,675135153782571009,498,1302
482,675145476954566656,912,2145
483,675146535592706048,309,1199
484,675147105808306176,237,944
485,675149409102012420,1696,3748
486,675153376133427200,2610,6312
487,675166823650848770,1616,3630
488,675334060156301312,1296,2791
489,675349384339542016,2279,3945
490,675354435921575936,17061,32886
491,675362609739206656,235,1054
492,675372240448454658,518,1697
493,675432746517426176,574,1531
494,675483430902214656,989,1852
495,675489971617296384,607,1309
496,675497103322386432,1311,3162
497,675501075957489664,5888,17270
498,675517828909424640,467,1297
499,675522403582218240,292,1047
500,675531475945709568,387,1193
501,675534494439489536,423,1831
502,675706639471788032,98,646
503,675707330206547968,698,1994
504,675710890956750848,828,1902
505,675740360753160193,350,1176
506,675781562965868544,475,1637
507,675798442703122432,3433,10341
508,675820929667219457,235,1054
509,675822767435051008,541,1534
510,675845657354215424,891,2292
511,675849018447167488,146,942
512,675853064436391936,1314,2710
513,675870721063669760,575,1652
514,675878199931371520,1410,4206
515,675888385639251968,969,2404
516,675891555769696257,871,2150
517,675898130735476737,574,1638
518,676089483918516224,441,1323
519,676098748976615425,1447,3039
520,676101918813499392,1178,2842
521,676121918416756736,1171,2180
522,676146341966438401,665,1936
523,676191832485810177,1047,2305
524,676215927814406144,589,1760
525,676219687039057920,31413,76370
526,676237365392908289,290,1237
527,676263575653122048,557,2098
528,676430933382295552,348,1411
529,676440007570247681,677,1735
530,676470639084101634,4738,11736
531,676496375194980353,536,1537
532,676533798876651520,562,1892
533,676575501977128964,1129,2619
534,676582956622721024,282,1214
535,676588346097852417,798,2342
536,676590572941893632,126,923
537,676593408224403456,2185,4631
538,676603393314578432,386,1173
539,676606785097199616,444,1902
540,676613908052996102,201,1095
541,676617503762681856,991,2936
542,676776431406465024,2054,5070
543,676811746707918848,431,1438
544,676819651066732545,680,1832
545,676821958043033607,15876,23357
546,676864501615042560,723,2129
547,676897532954456065,730,2283
548,676916996760600576,1823,3009
549,676936541936185344,4987,12894
550,676942428000112642,768,2101
551,676946864479084545,377,1742
552,676948236477857792,878,2206
553,676949632774234114,401,1330
554,676957860086095872,820,2255
555,676975532580409345,1095,2824
556,677187300187611136,940,2782
557,677228873407442944,1672,3595
558,677269281705472000,718,2025
559,677301033169788928,413,1255
560,677314812125323265,538,1666
561,677328882937298944,1531,3695
562,677331501395156992,239,1111
563,677334615166730240,291,1371
564,677335745548390400,1823,3087
565,677530072887205888,233,1087
566,677547928504967168,3737,7037
567,677557565589463040,1178,2477
568,677565715327688705,470,1318
569,677573743309385728,733,2168
570,677644091929329666,812,1889
571,677662372920729601,979,1970
572,677673981332312066,1526,3387
573,677687604918272002,860,2525
574,677698403548192770,329,1256
575,677700003327029250,1474,3451
576,677716515794329600,990,3115
577,677895101218201600,2134,4922
578,677918531514703872,421,1375
579,677961670166224897,1714,3479
580,678021115718029313,6467,13981
581,678023323247357953,391,1960
582,678255464182861824,374,1619
583,678278586130948096,6214,11643
584,678334497360859136,261,1324
585,678341075375947776,548,1760
586,678380236862578688,931,2489
587,678389028614488064,434,1904
588,678396796259975168,424,1623
589,678399652199309312,32541,80744
590,678410210315247616,1861,4319
591,678424312106393600,2601,5525
592,678446151570427904,1591,4082
593,678643457146150913,427,2087
594,678675843183484930,1508,2917
595,678708137298427904,2487,5689
596,678740035362037760,1718,3834
597,678755239630127104,3367,7277
598,678764513869611008,487,1675
599,678767140346941444,1392,3618
600,678774928607469569,933,2864
601,678798276842360832,1197,3523
602,678800283649069056,924,2630
603,678969228704284672,473,1680
604,678991772295516161,1203,2358
605,679001094530465792,1260,2894
606,679047485189439488,690,2294
607,679062614270468097,8362,17381
608,679111216690831360,2624,6102
609,679132435750195208,1191,3033
610,679148763231985668,1056,2835
611,679158373988876288,8259,21875
612,679405845277462528,1234,2423
613,679462823135686656,19360,32437
614,679475951516934144,656,2137
615,679503373272485890,1507,3215
616,679511351870550016,1300,3447
617,679527802031484928,740,2701
618,679530280114372609,2136,4888
619,679722016581222400,477,1691
620,679729593985699840,850,2211
621,679736210798047232,816,2141
622,679777920601223168,1141,3160
623,679828447187857408,14397,37148
624,679844490799091713,785,2425
625,679854723806179328,1261,2923
626,679862121895714818,641,2508
627,679872969355714560,684,2230
628,679877062409191424,669,2017
629,680070545539371008,904,2642
630,680085611152338944,9205,13111
631,680100725817409536,1415,3663
632,680115823365742593,933,2779
633,680130881361686529,974,2339
634,680145970311643136,1789,3698
635,680161097740095489,758,2383
636,680176173301628928,1606,3995
637,680191257256136705,516,2197
638,680206703334408192,1209,2912
639,680221482581123072,298,1497
640,680440374763077632,516,1490
641,680473011644985345,762,2611
642,680494726643068929,497,1766
643,680497766108381184,1970,4345
644,680583894916304897,1378,3718
645,680609293079592961,727,2704
646,680798457301471234,1067,2921
647,680801747103793152,838,2434
648,680805554198020098,680,2212
649,680836378243002368,1362,3547
650,680889648562991104,376,1806
651,680913438424612864,639,2465
652,680934982542561280,447,2126
653,680940246314430465,1080,3286
654,680959110691590145,2059,4684
655,680970795137544192,680,2483
656,681193455364796417,1530,3799
657,681231109724700672,501,2468
658,681242418453299201,553,1525
659,681261549936340994,283,1494
660,681281657291280384,1130,3302
661,681297372102656000,988,3289
662,681302363064414209,1870,4053
663,681320187870711809,772,2716
664,681339448655802368,4212,9540
665,681340665377193984,291,1679
666,681523177663676416,5957,14686
667,681579835668455424,1345,3638
668,681610798867845120,484,1957
669,681654059175129088,954,2707
670,681679526984871937,459,1811
671,681694085539872773,4196,13119
672,681891461017812993,843,2528
673,681981167097122816,1068,2876
674,682003177596559360,1573,3221
675,682032003584274432,2080,6765
676,682047327939461121,984,3272
677,682059653698686977,1745,5080
678,682088079302213632,10185,18778
679,682242692827447297,1209,3339
680,682259524040966145,1247,4274
681,682303737705140231,1026,3145
682,682389078323662849,477,1707
683,682393905736888321,701,2294
684,682406705142087680,1815,7785
685,682429480204398592,1199,3518
686,682638830361513985,624,2115
687,682662431982772225,1113,3140
688,682697186228989953,370,1344
689,682750546109968385,450,1558
690,682788441537560576,1146,2535
691,682808988178739200,182,1822
692,682962037429899265,17170,37922
693,683030066213818368,756,2211
694,683078886620553216,578,2037
695,683098815881154561,679,2222
696,683111407806746624,938,3490
697,683142553609318400,1077,2960
698,683357973142474752,957,3008
699,683391852557561860,2463,7833
700,683449695444799489,1650,4003
701,683462770029932544,697,2492
702,683481228088049664,1027,2717
703,683498322573824003,990,3253
704,683515932363329536,2987,7537
705,683742671509258241,3424,6675
706,683773439333797890,1394,3430
707,683828599284170753,1097,2877
708,683834909291606017,1143,2695
709,683849932751646720,1001,2678
710,683852578183077888,360,1981
711,683857920510050305,1145,3908
712,684097758874210310,1477,4227
713,684122891630342144,485,2057
714,684147889187209216,1550,3059
715,684177701129875456,684,2069
716,684188786104872960,1214,3580
717,684195085588783105,528,1966
718,684200372118904832,1063,2227
719,684222868335505415,1414,3933
720,684225744407494656,216,1268
721,684241637099323392,3384,8384
722,684460069371654144,571,2035
723,684481074559381504,1209,3989
724,684538444857667585,980,2717
725,684567543613382656,1267,3100
726,684588130326986752,1454,4223
727,684594889858887680,3630,9163
728,684800227459624960,1034,2797
729,684830982659280897,22333,35990
730,684880619965411328,843,2158
731,684902183876321280,547,1929
732,684914660081053696,1508,3604
733,684926975086034944,476,3593
734,684940049151070208,1073,3308
735,684959798585110529,3226,6997
736,684969860808454144,384,2431
737,685169283572338688,1467,4217
738,685198997565345792,688,2403
739,685268753634967552,1232,3189
740,685307451701334016,457,2131
741,685315239903100929,1092,3433
742,685321586178670592,666,2725
743,685325112850124800,4102,9731
744,685532292383666176,1200,3119
745,685547936038666240,16153,33864
746,685641971164143616,805,3012
747,685663452032069632,1509,3343
748,685667379192414208,592,2411
749,685681090388975616,129,2083
750,685906723014619143,2986,7711
751,685943807276412928,614,1672
752,685973236358713344,537,2163
753,686003207160610816,657,1877
754,686007916130873345,427,2554
755,686034024800862208,1191,3200
756,686035780142297088,122,1188
757,686050296934563840,743,2262
758,686286779679375361,1704,4108
759,686358356425093120,695,2250
760,686377065986265092,584,2272
761,686386521809772549,905,3347
762,686394059078897668,704,1785
763,686606069955735556,555,1949
764,686618349602762752,1401,3794
765,686683045143953408,830,2902
766,686730991906516992,1234,4258
767,686749460672679938,1495,3577
768,686760001961103360,1421,3619
769,686947101016735744,3289,8846
770,687096057537363968,621,2306
771,687102708889812993,1012,2407
772,687109925361856513,2542,5973
773,687124485711986689,515,2233
774,687127927494963200,2366,5614
775,687312378585812992,1950,4478
776,687317306314240000,9432,20674
777,687399393394311168,640,1949
778,687460506001633280,558,2116
779,687476254459715584,549,2034
780,687480748861947905,248,1643
781,687494652870668288,590,1957
782,687664829264453632,521,1994
783,687704180304273409,864,2503
784,687732144991551489,683,1807
785,687807801670897665,732,2455
786,687818504314159109,978,2557
787,687826841265172480,1162,2811
788,687841446767013888,2595,5614
789,688064179421470721,369,1779
790,688116655151435777,803,2910
791,688179443353796608,601,2180
792,688211956440801280,856,2293
793,688385280030670848,4588,9539
794,688519176466644993,747,2380
795,688547210804498433,720,2683
796,688789766343622656,679,2281
797,688804835492233216,195,988
798,688828561667567616,382,1415
799,688894073864884227,714,2298
800,688898160958271489,803,2155
801,688908934925697024,795,2174
802,688916208532455424,899,2793
803,689143371370250240,522,2063
804,689154315265683456,1024,3150
805,689255633275777024,1113,2628
806,689275259254616065,248,1184
807,689280876073582592,732,2039
808,689283819090870273,1141,3367
809,689289219123089408,970,2313
810,689517482558820352,1473,3490
811,689557536375177216,470,2102
812,689599056876867584,5707,11943
813,689623661272240129,658,2285
814,689659372465688576,4002,10635
815,689661964914655233,948,3294
816,689835978131935233,764,2216
817,689877686181715968,1209,3109
818,689905486972461056,711,2496
819,689977555533848577,462,1403
820,689993469801164801,465,1496
821,689999384604450816,382,1464
822,690005060500217858,1740,3758
823,690015576308211712,758,2575
824,690021994562220032,1057,2869
825,690248561355657216,428,1723
826,690348396616552449,533,1549
827,690360449368465409,914,2725
828,690374419777196032,869,3344
829,690400367696297985,464,1927
830,690597161306841088,626,2019
831,690607260360429569,17,298
832,690649993829576704,287,1344
833,690690673629138944,829,2387
834,690728923253055490,530,2233
835,690735892932222976,1304,3887
836,690932576555528194,1056,3377
837,690938899477221376,2040,4224
838,690959652130045952,1287,3686
839,690989312272396288,2959,6051
840,691090071332753408,345,1759
841,691096613310316544,905,3036
842,691321916024623104,676,2637
843,691416866452082688,7852,19838
844,691444869282295808,869,2722
845,691459709405118465,1178,4153
846,691483041324204033,577,2443
847,691675652215414786,523,1998
848,691756958957883396,1041,2949
849,691793053716221953,4345,8346
850,691820333922455552,1714,4059
851,692017291282812928,984,2940
852,692041934689402880,1302,3487
853,692142790915014657,403,1686
854,692158366030913536,811,2200
855,692187005137076224,841,2593
856,692417313023332352,3584,9575
857,692423280028966913,235,1516
858,692530551048294401,425,1889
859,692535307825213440,1404,3268
860,692568918515392513,1579,4467
861,692752401762250755,3743,7007
862,692828166163931137,905,2955
863,692894228850999298,828,2334
864,692901601640583168,618,1818
865,692905862751522816,898,2499
866,692919143163629568,774,2732
867,693095443459342336,478,1913
868,693109034023534592,641,1768
869,693155686491000832,3295,8086
870,693231807727280129,752,2943
871,693262851218264065,513,2282
872,693267061318012928,834,2448
873,693280720173801472,1270,3452
874,693486665285931008,653,1828
875,693582294167244802,260,1689
876,693590843962331137,2021,5192
877,693622659251335168,380,1579
878,693629975228977152,816,2514
879,693642232151285760,422,2606
880,693644216740769793,127,1376
881,693647888581312512,606,2761
882,693942351086120961,377,1781
883,693993230313091072,416,1922
884,694001791655137281,1055,3487
885,694183373896572928,955,3020
886,694206574471057408,2091,4278
887,694329668942569472,517,2055
888,694342028726001664,493,1607
889,694352839993344000,633,2095
890,694356675654983680,294,1546
891,694669722378485760,14812,36715
892,694905863685980160,959,2823
893,694925794720792577,941,2763
894,695051054296211456,804,2731
895,695064344191721472,607,1640
896,695074328191332352,1133,2920
897,695095422348574720,633,2701
898,695314793360662529,1497,3723
899,695409464418041856,3686,8892
900,695446424020918272,1863,4501
901,695629776980148225,2159,4701
902,695767669421768709,765,1914
903,695794761660297217,799,3244
904,695816827381944320,1195,3090
905,696100768806522880,678,1986
906,696405997980676096,1182,3284
907,696488710901260288,1049,2607
908,696490539101908992,145,1244
909,696518437233913856,1748,4007
910,696713835009417216,667,2437
911,696744641916489729,966,2123
912,696754882863349760,370,1523
913,696877980375769088,723,2503
914,696886256886657024,1855,4988
915,696894894812565505,692,2402
916,696900204696625153,1046,3256
917,697242256848379904,688,2579
918,697255105972801536,1197,3105
919,697259378236399616,1030,3374
920,697270446429966336,1931,4804
921,697463031882764288,1425,3505
922,697482927769255936,695,2478
923,697516214579523584,1152,2127
924,697575480820686848,510,2094
925,697596423848730625,1293,3108
926,697616773278015490,1036,3240
927,697630435728322560,551,1797
928,697881462549430272,1219,3093
929,697943111201378304,705,2452
930,697990423684476929,1329,3367
931,697995514407682048,341,1561
932,698178924120031232,763,2886
933,698195409219559425,6146,17209
934,698262614669991936,2055,4881
935,698342080612007937,976,2317
936,698355670425473025,463,1916
937,698549713696649216,641,2389
938,698635131305795584,351,1323
939,698703483621523456,393,1491
940,698710712454139905,700,2532
941,698907974262222848,643,2604
942,698953797952008193,932,2774
943,698989035503689728,1006,3458
944,699036661657767936,1228,2672
945,699060279947165696,1855,3870
946,699072405256409088,1221,3074
947,699079609774645248,674,2512
948,699088579889332224,650,2297
949,699323444782047232,889,3245
950,699370870310113280,452,1937
951,699413908797464576,635,2129
952,699423671849451520,337,1407
953,699434518667751424,525,2217
954,699446877801091073,2679,6092
955,699691744225525762,4750,10535
956,699775878809702401,622,2008
957,699779630832685056,1277,2828
958,699788877217865730,518,2294
959,699801817392291840,980,3140
960,700002074055016451,1377,3405
961,700029284593901568,603,2128
962,700062718104104960,711,2718
963,700143752053182464,2810,7719
964,700151421916807169,687,2295
965,700167517596164096,765,2709
966,700462010979500032,1841,4235
967,700505138482569216,590,2343
968,700518061187723268,819,2692
969,700747788515020802,9615,23474
970,700796979434098688,978,2502
971,700847567345688576,515,2512
972,700864154249383937,636,2657
973,700890391244103680,582,2269
974,701214700881756160,5256,12543
975,701545186879471618,627,2722
976,701570477911896070,952,2887
977,701601587219795968,469,2142
978,701805642395348998,1730,3519
979,701889187134500865,1426,3630
980,701952816642965504,1052,3925
981,701981390485725185,1016,3542
982,702217446468493312,1378,4919
983,702276748847800320,785,2538
984,702321140488925184,1062,3360
985,702332542343577600,1598,3268
986,702539513671897089,983,2949
987,702598099714314240,3531,12505
988,702671118226825216,572,2257
989,702684942141153280,1101,3321
990,702899151802126337,467,1646
991,702932127499816960,743,2664
992,703041949650034688,12878,27035
993,703079050210877440,3176,7587
994,703268521220972544,560,2019
995,703356393781329922,395,1959
996,703382836347330562,1166,3601
997,703407252292673536,717,2516
